order_line_id,order_id,product_id,quantity,unit_price,discount_amount
OL00517,ORD0169,PROD0100,2,106.38,8.16
OL00518,ORD0169,PROD0045,3,55.38,3.66
OL00519,ORD0169,PROD0063,3,279.62,6.99
OL00520,ORD0170,PROD0082,3,319.48,5.51
OL00521,ORD0170,PROD0026,1,25.49,8.36
OL00522,ORD0170,PROD0003,2,372.68,5.09
OL00523,ORD0170,PROD0076,3,269.77,6.52
OL00524,ORD0171,PROD0049,1,313.11,4.18
OL00525,ORD0171,PROD0054,2,153.66,5.43
OL00526,ORD0172,PROD0016,3,141.83,3.65
OL00527,ORD0172,PROD0021,2,20.67,7.69
OL00528,ORD0172,PROD0072,3,371.78,7.63
OL00529,ORD0172,PROD0001,3,171.4,3.46
OL00530,ORD0172,PROD0059,1,86.04,8.28
OL00531,ORD0173,PROD0056,1,255.57,3.17
OL00532,ORD0173,PROD0052,1,493.59,9.36
OL00533,ORD0174,PROD0039,2,322.11,0.44
OL00534,ORD0175,PROD0026,2,25.49,4.67
OL00535,ORD0175,PROD0093,1,424.22,0.76
OL00536,ORD0175,PROD0026,3,25.49,6.32
OL00537,ORD0176,PROD0090,3,40.65,9.46
OL00538,ORD0176,PROD0093,3,424.22,8.37
OL00539,ORD0176,PROD0086,1,94.31,6.81
OL00540,ORD0177,PROD0027,1,298.77,2.71
OL00541,ORD0177,PROD0049,2,313.11,1.99
OL00542,ORD0178,PROD0065,2,389.11,3.98
OL00543,ORD0178,PROD0053,1,411.23,8.77
OL00544,ORD0178,PROD0075,3,163.81,3.95
OL00545,ORD0179,PROD0066,2,313.29,1.66
OL00546,ORD0179,PROD0010,2,61.02,6.12
OL00547,ORD0179,PROD0008,2,28.33,8.43
OL00548,ORD0179,PROD0073,1,224.99,9.05
OL00549,ORD0179,PROD0016,2,141.83,1.0
OL00550,ORD0180,PROD0047,3,393.73,0.34
OL00551,ORD0181,PROD0095,1,89.2,8.82
OL00552,ORD0181,PROD0078,2,457.9,3.91
OL00553,ORD0181,PROD0036,1,286.76,7.52
OL00554,ORD0182,PROD0098,2,369.3,0.97
OL00555,ORD0182,PROD0023,1,464.44,9.0
OL00556,ORD0182,PROD0003,2,372.68,5.84
OL00557,ORD0182,PROD0057,3,295.59,9.22
OL00558,ORD0182,PROD0033,1,301.73,0.03
OL00559,ORD0183,PROD0022,3,27.33,4.65
OL00560,ORD0183,PROD0022,2,27.33,1.78
OL00561,ORD0183,PROD0012,3,370.24,8.93
OL00562,ORD0184,PROD0065,2,389.11,1.33
OL00563,ORD0185,PROD0087,1,141.97,2.04
OL00564,ORD0185,PROD0088,1,52.25,3.74
OL00565,ORD0185,PROD0070,1,318.94,1.23
OL00566,ORD0186,PROD0072,3,371.78,5.71
OL00567,ORD0186,PROD0002,3,460.76,9.27
OL00568,ORD0186,PROD0030,2,86.64,6.37
OL00569,ORD0186,PROD0069,1,288.04,8.3
OL00570,ORD0187,PROD0026,3,25.49,6.07
OL00571,ORD0187,PROD0040,2,343.07,6.37
OL00572,ORD0187,PROD0002,3,460.76,4.34
OL00573,ORD0187,PROD0081,3,149.56,5.26
OL00574,ORD0187,PROD0034,3,293.84,0.52
OL00575,ORD0188,PROD0046,2,85.99,2.69
OL00576,ORD0188,PROD0081,2,149.56,5.06
OL00577,ORD0189,PROD0013,2,431.52,7.91
OL00578,ORD0189,PROD0009,3,158.39,1.91
OL00579,ORD0189,PROD0092,3,390.55,6.97
OL00580,ORD0189,PROD0011,3,316.01,5.14
OL00581,ORD0190,PROD0045,3,55.38,2.29
OL00582,ORD0190,PROD0003,3,372.68,0.22
OL00583,ORD0190,PROD0054,2,153.66,4.17
OL00584,ORD0191,PROD0020,2,457.06,2.08
OL00585,ORD0192,PROD0100,1,106.38,7.95
OL00586,ORD0192,PROD0052,1,493.59,9.59
OL00587,ORD0192,PROD0011,2,316.01,7.81
OL00588,ORD0192,PROD0011,3,316.01,4.83
OL00589,ORD0193,PROD0014,1,259.72,3.04
OL00590,ORD0193,PROD0092,1,390.55,8.04
OL00591,ORD0193,PROD0064,3,248.39,9.74
OL00592,ORD0194,PROD0027,3,298.77,6.52
OL00593,ORD0195,PROD0086,3,94.31,7.02
OL00594,ORD0196,PROD0063,1,279.62,8.3
OL00595,ORD0196,PROD0062,3,306.07,8.01
OL00596,ORD0196,PROD0040,3,343.07,7.19
OL00597,ORD0197,PROD0094,3,436.11,8.87
OL00598,ORD0197,PROD0014,1,259.72,0.72
OL00599,ORD0198,PROD0055,3,77.81,1.07
OL00600,ORD0199,PROD0038,1,457.03,4.97
OL00601,ORD0199,PROD0096,2,374.57,6.65
OL00602,ORD0199,PROD0079,2,311.08,7.46
OL00603,ORD0199,PROD0065,1,389.11,3.73
OL00604,ORD0200,PROD0069,2,288.04,9.45
OL00605,ORD0200,PROD0009,2,158.39,2.15
OL00606,ORD0201,PROD0047,1,393.73,3.3
OL00607,ORD0201,PROD0097,1,126.73,5.82
OL00608,ORD0201,PROD0063,3,279.62,0.32
OL00609,ORD0201,PROD0009,3,158.39,0.52
OL00610,ORD0202,PROD0017,3,490.18,9.11
OL00611,ORD0202,PROD0003,1,372.68,2.27
OL00612,ORD0202,PROD0073,1,224.99,8.31
OL00613,ORD0202,PROD0100,1,106.38,9.99
OL00614,ORD0203,PROD0041,1,113.6,5.13
OL00615,ORD0203,PROD0096,3,374.57,6.32
OL00616,ORD0203,PROD0085,3,34.23,5.31
OL00617,ORD0203,PROD0063,1,279.62,6.42
OL00618,ORD0204,PROD0032,3,63.21,3.79
OL00619,ORD0204,PROD0009,3,158.39,9.9
OL00620,ORD0204,PROD0092,2,390.55,0.98
OL00621,ORD0205,PROD0083,2,203.77,2.11
OL00622,ORD0205,PROD0082,1,319.48,5.95
OL00623,ORD0205,PROD0061,2,276.41,2.6
OL00624,ORD0205,PROD0086,1,94.31,3.11
OL00625,ORD0206,PROD0058,3,341.73,2.07
OL00626,ORD0206,PROD0071,3,301.77,9.5
OL00627,ORD0207,PROD0087,1,141.97,7.57
OL00628,ORD0207,PROD0013,2,431.52,9.83
OL00629,ORD0207,PROD0001,1,171.4,6.8
OL00630,ORD0207,PROD0044,1,92.08,1.23
OL00631,ORD0208,PROD0094,2,436.11,8.06
OL00632,ORD0208,PROD0027,2,298.77,5.54
OL00633,ORD0208,PROD0035,1,262.13,7.83
OL00634,ORD0208,PROD0013,1,431.52,6.1
OL00635,ORD0208,PROD0060,2,297.18,2.71
OL00636,ORD0209,PROD0082,1,319.48,7.26
OL00637,ORD0209,PROD0030,3,86.64,8.2
OL00638,ORD0209,PROD0084,2,414.25,9.6
OL00639,ORD0209,PROD0017,2,490.18,6.09
OL00640,ORD0210,PROD0054,3,153.66,5.02
OL00641,ORD0210,PROD0013,2,431.52,2.4
OL00642,ORD0210,PROD0098,1,369.3,1.38
OL00643,ORD0210,PROD0005,3,114.48,8.64
OL00644,ORD0210,PROD0009,1,158.39,4.51
OL00645,ORD0211,PROD0012,3,370.24,5.64
OL00646,ORD0212,PROD0021,2,20.67,9.33
OL00647,ORD0212,PROD0011,1,316.01,4.16
OL00648,ORD0212,PROD0003,2,372.68,6.47
OL00649,ORD0212,PROD0064,1,248.39,3.65
OL00650,ORD0213,PROD0038,1,457.03,6.57
OL00651,ORD0213,PROD0080,2,142.45,7.98
OL00652,ORD0213,PROD0065,3,389.11,6.23
OL00653,ORD0213,PROD0066,2,313.29,7.4
OL00654,ORD0213,PROD0060,3,297.18,0.68
OL00655,ORD0214,PROD0084,1,414.25,8.8
OL00656,ORD0215,PROD0053,3,411.23,6.06
OL00657,ORD0215,PROD0021,3,20.67,4.03
OL00658,ORD0215,PROD0086,3,94.31,0.61
OL00659,ORD0215,PROD0042,1,222.29,9.16
OL00660,ORD0215,PROD0075,1,163.81,9.84
OL00661,ORD0216,PROD0097,2,126.73,9.55
OL00662,ORD0216,PROD0020,2,457.06,8.99
OL00663,ORD0216,PROD0045,3,55.38,2.25
OL00664,ORD0216,PROD0071,2,301.77,0.23
OL00665,ORD0216,PROD0095,1,89.2,9.84
OL00666,ORD0217,PROD0032,1,63.21,0.89
OL00667,ORD0217,PROD0006,3,119.01,1.3
OL00668,ORD0217,PROD0041,3,113.6,8.95
OL00669,ORD0217,PROD0060,1,297.18,9.09
OL00670,ORD0217,PROD0037,2,481.7,8.62
OL00671,ORD0218,PROD0081,1,149.56,5.05
OL00672,ORD0218,PROD0016,1,141.83,0.19
OL00673,ORD0218,PROD0022,1,27.33,8.97
OL00674,ORD0218,PROD0087,2,141.97,5.64
OL00675,ORD0218,PROD0054,2,153.66,8.59
OL00676,ORD0219,PROD0013,3,431.52,5.33
OL00677,ORD0219,PROD0012,1,370.24,5.14
OL00678,ORD0219,PROD0007,2,465.14,4.89
OL00679,ORD0220,PROD0044,3,92.08,8.98
OL00680,ORD0220,PROD0010,1,61.02,0.6
OL00681,ORD0221,PROD0060,1,297.18,7.12
OL00682,ORD0221,PROD0059,2,86.04,7.6
OL00683,ORD0221,PROD0079,2,311.08,5.71
OL00684,ORD0222,PROD0049,2,313.11,6.86
OL00685,ORD0223,PROD0100,3,106.38,5.67
OL00686,ORD0223,PROD0022,1,27.33,8.14
OL00687,ORD0224,PROD0099,2,172.2,4.16
OL00688,ORD0224,PROD0075,1,163.81,5.75
OL00689,ORD0224,PROD0083,3,203.77,9.09
OL00690,ORD0224,PROD0095,2,89.2,0.38
OL00691,ORD0224,PROD0055,1,77.81,8.75
OL00692,ORD0225,PROD0089,1,336.96,6.32
OL00693,ORD0225,PROD0010,2,61.02,4.1
OL00694,ORD0225,PROD0050,1,342.25,7.64
OL00695,ORD0225,PROD0042,3,222.29,0.52
OL00696,ORD0225,PROD0087,2,141.97,8.75
OL00697,ORD0226,PROD0040,2,343.07,2.03
OL00698,ORD0226,PROD0015,1,452.82,8.65
OL00699,ORD0226,PROD0022,1,27.33,8.52
OL00700,ORD0226,PROD0065,2,389.11,7.73
OL00701,ORD0226,PROD0077,3,443.75,5.83
OL00702,ORD0227,PROD0089,2,336.96,3.8
OL00703,ORD0228,PROD0022,3,27.33,5.36
OL00704,ORD0228,PROD0027,3,298.77,5.68
OL00705,ORD0228,PROD0060,3,297.18,5.16
OL00706,ORD0228,PROD0005,2,114.48,5.57
OL00707,ORD0228,PROD0083,1,203.77,2.33
OL00708,ORD0229,PROD0053,2,411.23,1.61
OL00709,ORD0229,PROD0043,1,178.58,0.21
OL00710,ORD0229,PROD0086,3,94.31,4.25
OL00711,ORD0229,PROD0036,3,286.76,0.75
OL00712,ORD0229,PROD0099,3,172.2,9.9
OL00713,ORD0230,PROD0066,2,313.29,1.21
OL00714,ORD0230,PROD0091,2,152.69,3.73
OL00715,ORD0230,PROD0046,2,85.99,9.58
OL00716,ORD0230,PROD0030,2,86.64,3.0
OL00717,ORD0231,PROD0009,2,158.39,6.38
OL00718,ORD0231,PROD0085,1,34.23,0.91
OL00719,ORD0231,PROD0099,3,172.2,2.9
OL00720,ORD0231,PROD0062,2,306.07,9.48
OL00721,ORD0232,PROD0079,1,311.08,1.13
OL00722,ORD0232,PROD0093,2,424.22,9.86
OL00723,ORD0232,PROD0032,1,63.21,9.2
OL00724,ORD0233,PROD0082,1,319.48,1.08
OL00725,ORD0233,PROD0039,2,322.11,5.2
OL00726,ORD0233,PROD0078,1,457.9,5.44
OL00727,ORD0233,PROD0019,1,344.43,2.2
OL00728,ORD0233,PROD0086,3,94.31,6.77
OL00729,ORD0234,PROD0058,1,341.73,9.23
OL00730,ORD0234,PROD0066,3,313.29,9.15
OL00731,ORD0234,PROD0049,2,313.11,6.72
OL00732,ORD0235,PROD0010,3,61.02,2.47
OL00733,ORD0236,PROD0014,2,259.72,2.93
OL00734,ORD0236,PROD0013,2,431.52,2.52
OL00735,ORD0236,PROD0089,3,336.96,9.16
OL00736,ORD0237,PROD0003,3,372.68,4.26
OL00737,ORD0237,PROD0083,3,203.77,7.98
OL00738,ORD0238,PROD0034,1,293.84,0.56
OL00739,ORD0239,PROD0037,3,481.7,7.92
OL00740,ORD0239,PROD0060,2,297.18,9.62
OL00741,ORD0240,PROD0061,2,276.41,0.53
OL00742,ORD0240,PROD0079,1,311.08,3.72
OL00743,ORD0240,PROD0062,3,306.07,3.64
OL00744,ORD0240,PROD0023,1,464.44,4.67
OL00745,ORD0240,PROD0093,3,424.22,3.68
OL00746,ORD0241,PROD0089,2,336.96,5.42
OL00747,ORD0241,PROD0081,2,149.56,8.14
OL00748,ORD0242,PROD0084,2,414.25,0.12
OL00749,ORD0242,PROD0031,3,213.8,6.34
OL00750,ORD0243,PROD0054,2,153.66,2.67
OL00751,ORD0243,PROD0005,3,114.48,5.35
OL00752,ORD0243,PROD0064,1,248.39,9.59
OL00753,ORD0243,PROD0084,1,414.25,2.81
OL00754,ORD0244,PROD0068,2,471.85,7.19
OL00755,ORD0244,PROD0080,3,142.45,7.05
OL00756,ORD0244,PROD0045,1,55.38,6.03
OL00757,ORD0244,PROD0047,1,393.73,3.24
OL00758,ORD0245,PROD0094,1,436.11,7.03
OL00759,ORD0246,PROD0057,2,295.59,3.61
OL00760,ORD0246,PROD0045,2,55.38,6.1
OL00761,ORD0246,PROD0068,3,471.85,3.92
OL00762,ORD0246,PROD0055,3,77.81,4.71
OL00763,ORD0246,PROD0025,3,63.25,8.54
OL00764,ORD0247,PROD0059,2,86.04,3.03
OL00765,ORD0247,PROD0076,2,269.77,0.05
OL00766,ORD0248,PROD0093,3,424.22,7.71
OL00767,ORD0248,PROD0060,2,297.18,8.61
OL00768,ORD0248,PROD0082,2,319.48,0.98
OL00769,ORD0249,PROD0018,3,162.37,4.68
OL00770,ORD0250,PROD0086,3,94.31,0.56
OL00771,ORD0250,PROD0039,3,322.11,1.2
OL00772,ORD0250,PROD0042,2,222.29,4.89
OL00773,ORD0250,PROD0082,1,319.48,7.63
OL00774,ORD0250,PROD0078,2,457.9,0.17
OL00775,ORD0251,PROD0065,3,389.11,6.35
OL00776,ORD0251,PROD0072,2,371.78,8.63
OL00777,ORD0252,PROD0038,2,457.03,1.96
OL00778,ORD0252,PROD0037,1,481.7,9.19
OL00779,ORD0252,PROD0032,1,63.21,7.52
OL00780,ORD0252,PROD0067,3,248.2,1.84
OL00781,ORD0252,PROD0017,3,490.18,7.06
OL00782,ORD0253,PROD0020,1,457.06,4.56
OL00783,ORD0254,PROD0012,1,370.24,7.82
OL00784,ORD0254,PROD0012,3,370.24,1.35
OL00785,ORD0255,PROD0030,2,86.64,2.83
OL00786,ORD0255,PROD0064,3,248.39,1.74
OL00787,ORD0255,PROD0014,2,259.72,1.54
OL00788,ORD0256,PROD0098,1,369.3,5.9
OL00789,ORD0256,PROD0057,2,295.59,1.34
OL00790,ORD0256,PROD0053,3,411.23,8.87
OL00791,ORD0257,PROD0092,3,390.55,5.09
OL00792,ORD0257,PROD0002,2,460.76,5.1
OL00793,ORD0257,PROD0002,1,460.76,9.8
OL00794,ORD0257,PROD0032,1,63.21,0.83
OL00795,ORD0258,PROD0036,2,286.76,9.71
OL00796,ORD0258,PROD0010,3,61.02,8.61
OL00797,ORD0258,PROD0072,3,371.78,3.97
OL00798,ORD0258,PROD0037,3,481.7,4.5
OL00799,ORD0259,PROD0060,2,297.18,9.07
OL00800,ORD0260,PROD0012,3,370.24,3.12
OL00801,ORD0260,PROD0065,2,389.11,3.42
OL00802,ORD0261,PROD0056,2,255.57,3.18
OL00803,ORD0261,PROD0052,1,493.59,6.3
OL00804,ORD0261,PROD0045,2,55.38,0.01
OL00805,ORD0262,PROD0047,1,393.73,9.66
OL00806,ORD0262,PROD0003,1,372.68,9.87
OL00807,ORD0262,PROD0093,2,424.22,5.68
OL00808,ORD0262,PROD0097,1,126.73,0.38
OL00809,ORD0263,PROD0050,2,342.25,9.33
OL00810,ORD0263,PROD0086,3,94.31,9.23
OL00811,ORD0264,PROD0089,2,336.96,4.59
OL00812,ORD0264,PROD0092,1,390.55,0.27
OL00813,ORD0264,PROD0090,2,40.65,0.38
OL00814,ORD0264,PROD0008,3,28.33,0.33
OL00815,ORD0264,PROD0058,1,341.73,6.57
OL00816,ORD0265,PROD0034,1,293.84,0.92
OL00817,ORD0265,PROD0027,2,298.77,4.64
OL00818,ORD0266,PROD0019,2,344.43,9.35
OL00819,ORD0266,PROD0018,1,162.37,5.92
OL00820,ORD0266,PROD0100,3,106.38,5.18
OL00821,ORD0267,PROD0079,2,311.08,5.87
OL00822,ORD0267,PROD0018,1,162.37,3.48
OL00823,ORD0267,PROD0084,2,414.25,5.77
OL00824,ORD0267,PROD0044,3,92.08,6.35
OL00825,ORD0268,PROD0080,1,142.45,1.51
OL00826,ORD0269,PROD0086,2,94.31,8.5
OL00827,ORD0270,PROD0095,1,89.2,2.99
OL00828,ORD0270,PROD0031,3,213.8,2.13
OL00829,ORD0270,PROD0073,1,224.99,4.69
OL00830,ORD0270,PROD0030,2,86.64,6.52
OL00831,ORD0270,PROD0019,1,344.43,2.84
OL00832,ORD0271,PROD0027,3,298.77,3.66
OL00833,ORD0271,PROD0082,2,319.48,1.12
OL00834,ORD0272,PROD0066,3,313.29,4.77
OL00835,ORD0272,PROD0059,1,86.04,6.26
OL00836,ORD0272,PROD0004,1,475.82,1.02
OL00837,ORD0272,PROD0068,2,471.85,9.47
OL00838,ORD0272,PROD0056,3,255.57,8.54
OL00839,ORD0273,PROD0072,3,371.78,8.31
OL00840,ORD0273,PROD0078,2,457.9,1.81
OL00841,ORD0273,PROD0046,1,85.99,0.36
OL00842,ORD0274,PROD0068,3,471.85,8.49
OL00843,ORD0275,PROD0079,1,311.08,6.24
OL00844,ORD0276,PROD0033,1,301.73,0.0
OL00845,ORD0276,PROD0060,3,297.18,6.45
OL00846,ORD0276,PROD0015,3,452.82,1.79
OL00847,ORD0276,PROD0100,1,106.38,6.94
OL00848,ORD0276,PROD0086,1,94.31,1.8
OL00849,ORD0277,PROD0048,1,436.59,3.63
OL00850,ORD0277,PROD0025,2,63.25,8.25
OL00851,ORD0277,PROD0008,2,28.33,1.58
OL00852,ORD0277,PROD0026,3,25.49,3.71
OL00853,ORD0278,PROD0026,2,25.49,7.62
OL00854,ORD0278,PROD0055,3,77.81,4.23
OL00855,ORD0278,PROD0071,2,301.77,1.6
OL00856,ORD0278,PROD0016,2,141.83,3.12
OL00857,ORD0278,PROD0088,1,52.25,9.21
OL00858,ORD0279,PROD0094,2,436.11,7.35
OL00859,ORD0279,PROD0036,2,286.76,5.3
OL00860,ORD0279,PROD0084,2,414.25,6.86
OL00861,ORD0279,PROD0031,1,213.8,5.52
OL00862,ORD0279,PROD0030,1,86.64,4.98
OL00863,ORD0280,PROD0007,1,465.14,7.04
OL00864,ORD0280,PROD0059,2,86.04,7.16
OL00865,ORD0280,PROD0075,2,163.81,7.43
OL00866,ORD0280,PROD0055,1,77.81,1.33
OL00867,ORD0281,PROD0079,1,311.08,5.41
OL00868,ORD0281,PROD0064,1,248.39,5.53
OL00869,ORD0281,PROD0055,1,77.81,6.45
OL00870,ORD0281,PROD0001,3,171.4,8.07
OL00871,ORD0282,PROD0030,2,86.64,2.81
OL00872,ORD0282,PROD0025,1,63.25,2.14
OL00873,ORD0282,PROD0046,1,85.99,2.24
OL00874,ORD0282,PROD0015,1,452.82,5.09
OL00875,ORD0282,PROD0052,1,493.59,9.1
OL00876,ORD0283,PROD0032,2,63.21,2.95
OL00877,ORD0283,PROD0068,2,471.85,0.93
OL00878,ORD0284,PROD0066,3,313.29,5.65
OL00879,ORD0284,PROD0038,1,457.03,9.37
OL00880,ORD0284,PROD0059,2,86.04,6.28
OL00881,ORD0284,PROD0025,1,63.25,6.84
OL00882,ORD0284,PROD0018,1,162.37,2.15
OL00883,ORD0285,PROD0072,3,371.78,8.78
OL00884,ORD0285,PROD0058,3,341.73,9.26
OL00885,ORD0286,PROD0091,1,152.69,1.89
OL00886,ORD0286,PROD0001,1,171.4,7.29
OL00887,ORD0286,PROD0083,1,203.77,5.05
OL00888,ORD0287,PROD0037,3,481.7,3.22
OL00889,ORD0287,PROD0088,1,52.25,8.69
OL00890,ORD0287,PROD0077,2,443.75,6.67
OL00891,ORD0287,PROD0067,3,248.2,0.58
OL00892,ORD0288,PROD0067,2,248.2,3.02
OL00893,ORD0288,PROD0080,3,142.45,2.28
OL00894,ORD0288,PROD0003,1,372.68,1.69
OL00895,ORD0288,PROD0070,3,318.94,5.81
OL00896,ORD0289,PROD0065,2,389.11,6.93
OL00897,ORD0289,PROD0020,3,457.06,4.03
OL00898,ORD0289,PROD0004,1,475.82,9.55
OL00899,ORD0289,PROD0083,2,203.77,3.99
OL00900,ORD0289,PROD0046,2,85.99,2.52
OL00901,ORD0290,PROD0066,3,313.29,9.3
OL00902,ORD0291,PROD0092,2,390.55,3.89
OL00903,ORD0291,PROD0071,1,301.77,9.4
OL00904,ORD0291,PROD0044,3,92.08,1.55
OL00905,ORD0292,PROD0083,2,203.77,0.5
OL00906,ORD0293,PROD0011,1,316.01,9.2
OL00907,ORD0293,PROD0029,1,93.05,1.41
OL00908,ORD0293,PROD0062,2,306.07,1.61
OL00909,ORD0293,PROD0023,2,464.44,9.67
OL00910,ORD0293,PROD0027,1,298.77,7.97
OL00911,ORD0294,PROD0051,1,239.56,9.54
OL00912,ORD0294,PROD0099,3,172.2,1.47
OL00913,ORD0294,PROD0043,3,178.58,8.44
OL00914,ORD0295,PROD0075,1,163.81,7.02
OL00915,ORD0295,PROD0009,2,158.39,2.52
OL00916,ORD0295,PROD0011,1,316.01,0.7
OL00917,ORD0295,PROD0067,1,248.2,7.95
OL00918,ORD0295,PROD0061,2,276.41,7.45
OL00919,ORD0296,PROD0096,2,374.57,9.17
OL00920,ORD0296,PROD0060,3,297.18,3.59
OL00921,ORD0296,PROD0090,3,40.65,7.34
OL00922,ORD0296,PROD0019,2,344.43,4.08
OL00923,ORD0296,PROD0042,3,222.29,7.1
OL00924,ORD0297,PROD0100,1,106.38,0.73
OL00925,ORD0297,PROD0100,1,106.38,7.09
OL00926,ORD0298,PROD0025,2,63.25,3.6
OL00927,ORD0298,PROD0063,1,279.62,6.83
OL00928,ORD0298,PROD0058,3,341.73,9.82
OL00929,ORD0298,PROD0082,2,319.48,5.66
OL00930,ORD0298,PROD0016,1,141.83,1.87
OL00931,ORD0299,PROD0094,1,436.11,0.95
OL00932,ORD0299,PROD0055,1,77.81,7.4
OL00933,ORD0299,PROD0075,1,163.81,5.88
OL00934,ORD0299,PROD0048,1,436.59,4.25
OL00935,ORD0299,PROD0070,1,318.94,8.22
OL00936,ORD0300,PROD0037,3,481.7,4.02
OL00937,ORD0300,PROD0074,3,355.62,3.97
OL00938,ORD0300,PROD0070,3,318.94,1.88
OL00939,ORD0300,PROD0062,2,306.07,6.51
OL00940,ORD0301,PROD0006,2,119.01,4.59
OL00941,ORD0301,PROD0098,3,369.3,3.97
OL00942,ORD0301,PROD0034,1,293.84,3.32
OL00943,ORD0301,PROD0091,3,152.69,4.13
OL00944,ORD0302,PROD0028,2,287.4,1.82
OL00945,ORD0302,PROD0015,2,452.82,1.08
OL00946,ORD0303,PROD0015,2,452.82,4.18
OL00947,ORD0303,PROD0081,3,149.56,9.45
OL00948,ORD0303,PROD0079,1,311.08,7.97
OL00949,ORD0304,PROD0077,1,443.75,1.61
OL00950,ORD0304,PROD0097,2,126.73,4.52
OL00951,ORD0304,PROD0089,2,336.96,0.9
OL00952,ORD0304,PROD0046,2,85.99,4.2
OL00953,ORD0304,PROD0068,1,471.85,9.03
OL00954,ORD0305,PROD0058,1,341.73,0.4
OL00955,ORD0305,PROD0012,1,370.24,3.69
OL00956,ORD0305,PROD0006,3,119.01,2.77
OL00957,ORD0306,PROD0040,2,343.07,4.98
OL00958,ORD0306,PROD0043,1,178.58,0.42
OL00959,ORD0307,PROD0031,2,213.8,7.94
OL00960,ORD0308,PROD0020,3,457.06,2.81
OL00961,ORD0308,PROD0028,3,287.4,3.26
OL00962,ORD0308,PROD0089,1,336.96,0.86
OL00963,ORD0308,PROD0039,1,322.11,2.91
OL00964,ORD0309,PROD0081,2,149.56,2.62
OL00965,ORD0309,PROD0041,2,113.6,0.39
OL00966,ORD0309,PROD0019,2,344.43,9.1
OL00967,ORD0309,PROD0021,1,20.67,7.78
OL00968,ORD0310,PROD0092,3,390.55,8.06
OL00969,ORD0310,PROD0010,3,61.02,9.62
OL00970,ORD0311,PROD0009,2,158.39,6.45
OL00971,ORD0311,PROD0006,3,119.01,9.51
OL00972,ORD0311,PROD0002,3,460.76,3.11
OL00973,ORD0312,PROD0096,1,374.57,9.86
OL00974,ORD0312,PROD0051,3,239.56,3.77
OL00975,ORD0313,PROD0098,2,369.3,0.3
OL00976,ORD0313,PROD0039,2,322.11,5.92
OL00977,ORD0313,PROD0100,2,106.38,4.63
OL00978,ORD0313,PROD0017,2,490.18,1.44
OL00979,ORD0313,PROD0100,1,106.38,6.03
OL00980,ORD0314,PROD0054,2,153.66,0.64
OL00981,ORD0315,PROD0015,2,452.82,4.82
OL00982,ORD0316,PROD0068,1,471.85,6.41
OL00983,ORD0317,PROD0047,2,393.73,0.18
OL00984,ORD0317,PROD0046,1,85.99,2.27
OL00985,ORD0317,PROD0021,3,20.67,8.32
OL00986,ORD0318,PROD0002,1,460.76,3.26
OL00987,ORD0318,PROD0004,2,475.82,1.2
OL00988,ORD0318,PROD0090,3,40.65,2.66
OL00989,ORD0318,PROD0004,2,475.82,3.61
OL00990,ORD0318,PROD0029,1,93.05,1.25
OL00991,ORD0319,PROD0052,2,493.59,5.63
OL00992,ORD0319,PROD0030,3,86.64,6.59
OL00993,ORD0319,PROD0009,3,158.39,2.91
OL00994,ORD0320,PROD0055,3,77.81,3.06
OL00995,ORD0320,PROD0011,3,316.01,6.56
OL00996,ORD0320,PROD0064,3,248.39,7.9
OL00997,ORD0321,PROD0088,1,52.25,6.09
OL00998,ORD0321,PROD0039,1,322.11,7.87
OL00999,ORD0322,PROD0023,2,464.44,3.43
OL01000,ORD0322,PROD0055,3,77.81,7.71
OL01001,ORD0323,PROD0022,1,27.33,5.31
OL01002,ORD0323,PROD0059,2,86.04,3.81
OL01003,ORD0323,PROD0025,1,63.25,9.54
OL01004,ORD0323,PROD0020,2,457.06,6.4
OL01005,ORD0323,PROD0023,2,464.44,3.83
OL01006,ORD0324,PROD0037,2,481.7,5.24
OL01007,ORD0324,PROD0061,2,276.41,7.74
OL01008,ORD0324,PROD0098,3,369.3,4.12
OL01009,ORD0324,PROD0071,1,301.77,6.02
OL01010,ORD0325,PROD0093,2,424.22,6.85
OL01011,ORD0325,PROD0057,1,295.59,5.31
OL01012,ORD0326,PROD0074,3,355.62,1.97
OL01013,ORD0326,PROD0054,1,153.66,0.29
OL01014,ORD0326,PROD0043,2,178.58,4.36
OL01015,ORD0326,PROD0036,3,286.76,6.19
OL01016,ORD0326,PROD0099,2,172.2,8.28
OL01017,ORD0327,PROD0026,3,25.49,4.33
OL01018,ORD0327,PROD0080,1,142.45,4.62
OL01019,ORD0327,PROD0093,3,424.22,3.4
OL01020,ORD0327,PROD0032,3,63.21,9.86
OL01021,ORD0328,PROD0056,2,255.57,8.26
OL01022,ORD0328,PROD0003,3,372.68,7.25
OL01023,ORD0328,PROD0064,1,248.39,2.05
OL01024,ORD0329,PROD0074,2,355.62,7.45
OL01025,ORD0330,PROD0013,2,431.52,7.07
OL01026,ORD0330,PROD0097,3,126.73,4.4
OL01027,ORD0330,PROD0096,2,374.57,8.99
OL01028,ORD0330,PROD0051,1,239.56,7.75
OL01029,ORD0331,PROD0024,2,96.07,1.8
OL01030,ORD0332,PROD0083,3,203.77,1.34
OL01031,ORD0332,PROD0079,1,311.08,7.97
OL01032,ORD0332,PROD0095,3,89.2,8.47
OL01033,ORD0332,PROD0051,3,239.56,4.06
